id,quiz_session_id,quiz_id,article_id,user_id,score,word,pos_code,pos_label,detected_pos_code,detected_pos_label,is_number,normalized_number,guess_index,created_at,article_title
11,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,reduce,6666,VERB,6666,VERB,0,,4,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
12,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,withdraew,6666,VERB,6666,VERB,0,,5,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
13,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,remove,6666,VERB,6666,VERB,0,,6,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
14,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,provide,6666,VERB,6666,VERB,0,,7,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
15,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,retract,6666,VERB,6666,VERB,0,,8,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
16,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,stop,6666,VERB,6666,VERB,0,,9,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
17,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,cease,6666,VERB,6666,VERB,0,,10,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
18,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,europe,3333,NOUN,3333,NOUN,0,,11,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
19,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,italy,3333,NOUN,3333,NOUN,0,,12,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
20,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,they,3333,NOUN,3333,NOUN,0,,13,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
21,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,in,2222,FUNCTION,2222,FUNCTION,0,,14,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
22,123,002fda55-233c-43c8-8e26-44f4984bafd7,6c4c0f35-2d4f-4f11-ae8b-1e0cec1d96c3,1,200,donald tusk,5555,PROPN,5555,PROPN,0,,15,1773571710307,"A sacred artefact looted by French colonial authorities more than a century ago has been returned to Côte d’Ivoire in one of the most significant cultural restitutions to a former French colony in years.The Djidji Ayôkwé, a talking drum confiscated in 1916 by French administrators, landed at 8.45am on Friday at the airport in Port Bouët on the outskirts of the economic capital, Abidjan. It was handed over to Ivorian officials in Paris earlier this month after being removed from the Quai Branly –"
23,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,strict,1111,ADJ,1111,ADJ,0,,0,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
24,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,violent,1111,ADJ,1111,ADJ,0,,1,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
25,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,harsh,1111,ADJ,1111,ADJ,0,,2,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
26,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,strong,1111,ADJ,1111,ADJ,0,,3,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
27,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,online,1111,ADJ,1111,ADJ,0,,4,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
28,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,government,1111,ADJ,1111,ADJ,0,,5,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
29,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,prison,1111,ADJ,1111,ADJ,0,,6,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
30,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,implementing,6666,VERB,6666,VERB,0,,7,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
31,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,department,5555,PROPN,5555,PROPN,0,,8,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
32,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,institute,5555,PROPN,5555,PROPN,0,,9,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
33,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,in,2222,FUNCTION,2222,FUNCTION,0,,10,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
34,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,on,2222,FUNCTION,2222,FUNCTION,0,,11,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
35,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,report,3333,NOUN,3333,NOUN,0,,12,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
36,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,reports,3333,NOUN,3333,NOUN,0,,13,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
37,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,news,3333,NOUN,3333,NOUN,0,,14,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
38,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,experts,3333,NOUN,3333,NOUN,0,,15,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
39,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,2,4444,NUM,4444,NUM,1,2.00,16,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
40,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,two,4444,NUM,4444,NUM,1,2.00,17,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
41,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,three,4444,NUM,4444,NUM,1,3.00,18,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
42,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,3,4444,NUM,4444,NUM,1,3.00,19,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
43,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,four,4444,NUM,4444,NUM,1,4.00,20,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
44,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,4,4444,NUM,4444,NUM,1,4.00,21,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
45,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,5,4444,NUM,4444,NUM,1,5.00,22,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
46,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,five,4444,NUM,4444,NUM,1,5.00,23,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
47,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,six,4444,NUM,4444,NUM,1,6.00,24,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
48,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,6,4444,NUM,4444,NUM,1,6.00,25,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
49,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,seven,4444,NUM,4444,NUM,1,7.00,26,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
50,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,7,4444,NUM,4444,NUM,1,7.00,27,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
51,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,8,4444,NUM,4444,NUM,1,8.00,28,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
52,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,9,4444,NUM,4444,NUM,1,9.00,29,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
53,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,10,4444,NUM,4444,NUM,1,10.00,30,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
54,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,nine,4444,NUM,4444,NUM,1,9.00,31,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
